City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,La Rioja,ES,42.25,-2.5,48.04,79,21,8.05,few clouds
460,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,68,57,5.08,broken clouds
461,Hofn,IS,64.2539,-15.2082,41.67,82,81,16.84,broken clouds
462,Mokrous,RU,51.2333,47.5167,70.43,49,25,7.7,scattered clouds
463,Coahuayana,MX,18.7333,-103.6833,96.28,44,13,7.61,few clouds
464,Waounde,SN,15.2637,-12.8682,94.28,14,2,9.66,clear sky
465,Samarkand,UZ,39.6542,66.9597,69.22,40,99,11.5,overcast clouds
466,Ulladulla,AU,-35.35,150.4667,56.08,88,91,1.52,overcast clouds
467,Pathankot,IN,32.2833,75.65,72.73,40,0,3.74,clear sky
468,Whyalla,AU,-33.0333,137.5833,65.32,48,100,20.96,overcast clouds
469,Goundam,ML,16.4145,-3.6708,94.24,20,44,5.99,scattered clouds
470,Padang,ID,-0.9492,100.3543,77.05,86,69,3.91,broken clouds
471,La Macarena,CO,2.1837,-73.7849,77.77,88,76,3.69,broken clouds
472,Savinka,RU,50.0785,47.0994,70.63,53,28,6.31,scattered clouds
473,Beni,CD,0.5,29.4667,62.1,99,90,1.99,moderate rain
474,Nalut,LY,30.3333,10.85,92.48,12,100,8.79,overcast clouds
475,Nuevo Progreso,MX,23.1667,-97.95,92.59,70,7,8.01,clear sky
476,Zhangjiakou,CN,40.81,114.8794,50.18,29,35,4.27,scattered clouds
477,Falmouth,GB,50.1544,-5.0711,49.59,100,29,1.99,scattered clouds
478,Nova Aurora,BR,-22.8667,-52.5667,58.26,48,13,8.52,few clouds
479,Goderich,CA,43.7501,-81.7165,63.21,78,100,10.87,overcast clouds
480,Payyannur,IN,12.1,75.2,78.24,87,100,3.13,overcast clouds
481,Namasuba,UG,0.6894,32.4214,62.22,90,96,2.86,overcast clouds
482,Mareeba,AU,-17.0,145.4333,67.44,95,91,3.65,overcast clouds
483,Pilar,BR,-9.5972,-35.9567,73.33,90,36,3.74,scattered clouds
484,Kingaroy,AU,-26.5333,151.8333,56.05,85,26,8.37,scattered clouds
485,Gasa,PS,31.5,34.4667,69.78,70,21,5.41,few clouds
486,Hailar,CN,49.2,119.7,37.35,70,93,17.81,overcast clouds
487,Whitianga,NZ,-36.8333,175.7,59.02,67,99,24.61,light rain
488,Stange,NO,60.718,11.1942,48.16,94,100,4.45,overcast clouds
489,Biak,ID,-0.9131,122.8766,75.58,86,84,8.16,broken clouds
490,Shitanjing,CN,39.2342,106.3439,51.94,17,0,20.42,clear sky
491,Miri,MY,4.4148,114.0089,77.0,94,40,4.9,scattered clouds
492,Palmeiras De Goias,BR,-16.805,-49.9258,70.21,87,100,6.73,moderate rain
493,Pacifica,US,37.6138,-122.4869,76.33,70,20,1.99,few clouds
494,Henties Bay,NA,-22.116,14.2845,75.85,43,0,3.38,clear sky
495,Nokaneng,BW,-19.6667,22.2667,57.69,47,0,7.18,clear sky
496,Butajira,ET,8.1167,38.3667,65.16,52,93,0.96,overcast clouds
497,Soure,BR,-0.7167,-48.5233,79.3,86,99,9.53,moderate rain
498,Lexington,US,37.9887,-84.4777,87.69,50,1,5.26,clear sky
499,Yulara,AU,-25.2406,130.9889,60.64,44,6,4.61,clear sky
500,Xichang,CN,27.8964,102.2634,60.78,86,97,3.67,overcast clouds
501,Berbera,SO,10.4396,45.0143,89.78,54,49,5.86,scattered clouds
502,Marivan,IR,35.5219,46.176,58.19,40,0,1.83,clear sky
503,Mehamn,NO,71.0357,27.8492,35.65,62,57,3.51,broken clouds
504,Bath,GB,51.3779,-2.3591,48.88,95,98,10.78,overcast clouds
505,San Jose,US,37.3394,-121.895,76.48,48,20,1.99,few clouds
506,Sorong,ID,-0.8833,131.25,78.87,87,98,10.4,overcast clouds
507,Vallenar,CL,-28.5708,-70.7581,66.2,28,100,2.66,overcast clouds
508,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,20,6.91,few clouds
509,Mahibadhoo,MV,3.7833,72.9667,83.88,75,100,16.71,overcast clouds
510,Hobyo,SO,5.3505,48.5268,78.76,78,93,20.74,overcast clouds
511,Klaksvik,FO,62.2266,-6.589,43.72,77,95,5.99,overcast clouds
512,Nortelandia,BR,-14.4547,-56.8028,70.7,97,100,4.5,light rain
513,Zyryanka,RU,65.75,150.85,48.36,59,9,8.95,clear sky
514,Talara,PE,-4.5772,-81.2719,68.49,86,50,12.59,scattered clouds
515,San Cristobal,VE,7.7669,-72.225,78.98,65,98,3.78,overcast clouds
516,Itupiranga,BR,-5.1347,-49.3267,84.52,81,45,3.2,scattered clouds
517,Kholodnyy,RU,62.7167,147.95,43.39,56,35,2.42,scattered clouds
518,Samarai,PG,-10.6167,150.6667,79.72,71,100,18.19,overcast clouds
519,Loandjili,CG,-4.7561,11.8578,77.31,86,27,2.24,scattered clouds
520,Sisimiut,GL,66.9395,-53.6735,35.87,59,98,2.95,overcast clouds
521,Bereda,ES,43.2686,-7.5406,54.0,92,99,8.66,overcast clouds
522,Arlit,NE,18.7369,7.3853,92.5,7,1,8.81,clear sky
523,Newport,GB,51.5877,-2.9984,48.85,87,97,16.11,overcast clouds
524,Riberalta,BO,-10.9833,-66.1,75.4,96,92,4.14,overcast clouds
525,Kuhdasht,IR,33.535,47.6061,65.41,40,0,2.86,clear sky
526,Paita,PE,-5.0892,-81.1144,69.98,80,58,16.6,broken clouds
527,Clarksburg,US,39.2807,-80.3445,87.91,75,75,6.53,broken clouds
528,Krasnoselkup,RU,65.7,82.4667,43.14,86,99,11.07,overcast clouds
529,Tahe,CN,52.3333,124.7333,42.8,93,90,1.66,overcast clouds
530,Luwuk,ID,-0.9516,122.7875,76.17,89,87,5.91,overcast clouds
531,Qaqortoq,GL,60.7167,-46.0333,43.3,51,100,7.31,overcast clouds
532,Dzheyrakh,RU,42.8228,44.6756,54.79,79,86,6.35,overcast clouds
533,Mannarakkat,IN,10.9833,76.4667,80.26,94,100,2.75,overcast clouds
534,Panaba,MX,21.2833,-88.2667,85.68,56,99,10.67,overcast clouds
535,Malinovoye Ozero,RU,51.6753,79.7825,67.53,34,77,6.98,broken clouds
536,Guangyuan,CN,32.442,105.823,63.5,65,100,2.19,overcast clouds
537,Thinadhoo,MV,0.5333,72.9333,82.94,75,97,12.84,overcast clouds
538,Tarko-Sale,RU,64.9225,77.785,48.99,92,89,5.99,overcast clouds
539,Porvoo,FI,60.3923,25.6651,50.56,95,100,8.86,overcast clouds
540,Vylkove,UA,45.4021,29.586,61.63,77,18,11.65,few clouds
541,San Carlos,VE,9.6612,-68.5827,82.18,76,100,1.3,overcast clouds
542,Constitucion,CL,-35.3333,-72.4167,55.08,76,48,11.77,scattered clouds
543,Houston,US,29.7633,-95.3633,75.92,94,90,4.0,overcast clouds
544,Senador Guiomard,BR,-10.1522,-67.7392,83.95,89,65,2.98,broken clouds
545,Wad Madani,SD,14.4012,33.5199,91.11,12,0,10.98,clear sky
546,Pailon,BO,-17.65,-62.75,66.88,31,100,8.12,overcast clouds
547,Beyneu,KZ,45.3167,55.2,78.6,24,0,10.02,clear sky
548,Saint-Paul,RE,-21.0096,55.2707,71.69,74,33,5.03,scattered clouds
549,Lasa,IT,46.6166,10.7002,48.36,93,100,3.24,overcast clouds
550,Warrnambool,AU,-38.3833,142.4833,53.82,65,100,16.87,overcast clouds
551,La Sarre,CA,48.8002,-79.1996,49.32,43,0,10.13,clear sky
552,Komyshnya,UA,50.1859,33.684,53.44,79,76,1.14,broken clouds
553,Taoudenni,ML,22.6783,-3.9836,101.03,15,6,9.33,clear sky
554,Catalao,BR,-18.1658,-47.9464,69.91,74,100,3.98,light rain
555,Antofagasta,CL,-23.65,-70.4,61.66,80,98,4.09,overcast clouds
556,Hervey Bay,AU,-25.2986,152.8535,68.04,88,4,3.0,clear sky
557,Mozarlandia,BR,-14.7447,-50.5706,81.55,46,97,2.98,overcast clouds
558,Scarborough,GB,54.2797,-0.4044,49.53,88,100,3.0,moderate rain
559,Melaka,MY,2.196,102.2405,78.85,82,99,4.56,overcast clouds
560,Auki,SB,-8.7676,160.7034,76.86,91,100,6.82,light rain
561,Hambantota,LK,6.1241,81.1185,80.94,82,75,18.39,broken clouds
562,Mnogovershinnyy,RU,53.9353,139.9242,34.03,95,89,7.74,overcast clouds
563,Saurimo,AO,-9.6608,20.3916,60.19,52,5,4.92,clear sky
564,Broome,US,42.2506,-75.833,66.04,86,100,5.01,overcast clouds
565,Narayangarh,IN,30.4833,77.1333,76.89,45,29,5.35,scattered clouds
566,Nampula,MZ,-15.1165,39.2666,59.99,98,6,4.61,clear sky
567,Axim,GH,4.8699,-2.2405,79.77,86,43,3.62,scattered clouds
568,Kudahuvadhoo,MV,2.6708,72.8944,83.66,75,100,15.73,overcast clouds
569,Casino,AU,-28.8667,153.05,58.57,91,95,3.74,overcast clouds
570,Mercedes,AR,-34.6515,-59.4307,55.63,81,34,12.28,scattered clouds
571,Qingdao,CN,36.0986,120.3719,60.76,68,85,4.5,overcast clouds
572,Plettenberg Bay,ZA,-34.0527,23.3716,67.87,35,54,8.61,broken clouds
573,Oum Hadjer,TD,13.2954,19.6966,88.09,12,1,10.94,clear sky
574,Adrar,MR,20.5022,-10.0711,92.66,19,19,13.22,few clouds
575,Lisakovsk,KZ,52.5369,62.4936,72.79,33,18,7.52,few clouds
576,Isangel,VU,-19.55,169.2667,74.98,61,65,9.98,broken clouds
577,Chapais,CA,49.7834,-74.8492,49.84,30,0,12.19,clear sky
578,Grindavik,IS,63.8424,-22.4338,48.67,73,75,6.04,broken clouds
579,Ratnagiri,IN,16.9833,73.3,82.98,78,38,6.58,scattered clouds
580,El Bagre,CO,7.5927,-74.8086,82.94,84,99,3.62,overcast clouds
581,Grand Gaube,MU,-20.0064,57.6608,69.39,83,40,1.99,moderate rain
582,El Tigre,VE,8.8875,-64.2454,84.63,59,100,12.48,overcast clouds
583,San Borja,BO,-14.8167,-66.85,66.88,73,100,7.47,moderate rain
584,Sal Rei,CV,16.1833,-22.9167,73.96,86,15,15.21,few clouds
585,Humberto De Campos,BR,-2.5983,-43.4611,78.12,82,57,4.9,broken clouds
586,Mazatlan,MX,23.2167,-106.4167,85.96,65,1,5.01,clear sky
587,Bilma,NE,18.6853,12.9164,88.27,10,0,2.08,clear sky
588,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,79.83,80,78,0.98,broken clouds
589,Alice Springs,AU,-23.7,133.8833,45.95,42,0,9.19,clear sky
590,Kilindoni,TZ,-7.9139,39.6668,79.93,67,33,17.54,scattered clouds
591,Pak Phanang,TH,8.3511,100.202,80.02,74,100,3.4,overcast clouds
592,Abu Dhabi,AE,24.4667,54.3667,89.71,56,0,5.28,clear sky
593,Sungaipenuh,ID,-2.0833,101.3833,64.08,97,100,2.71,overcast clouds
594,San Quintin,MX,30.4833,-115.95,66.72,58,0,18.97,clear sky
595,Hazro,PK,33.9091,72.4921,76.28,51,68,2.13,broken clouds
596,Port Blair,IN,11.6667,92.75,81.93,84,100,25.9,overcast clouds
597,West Bend,US,43.4253,-88.1834,63.66,95,90,1.99,moderate rain
598,Degollado,MX,20.467,-102.1498,89.02,13,0,6.55,clear sky
599,Mumford,GH,5.2618,-0.759,79.75,87,76,5.46,broken clouds
600,Richards Bay,ZA,-28.783,32.0377,62.65,81,2,8.52,clear sky
601,Hvolsvollur,IS,63.7533,-20.2243,41.81,80,87,4.59,overcast clouds
602,Ugoofaaru,MV,5.6667,73.0,83.84,77,97,19.01,overcast clouds
603,Poso,ID,-1.3959,120.7524,77.07,88,72,6.64,broken clouds
604,Astana,KZ,51.1801,71.446,60.75,38,0,6.89,clear sky
605,Pagudpud,PH,18.5616,120.7868,80.65,81,1,3.69,clear sky
606,Aracaju,BR,-10.9111,-37.0717,78.75,73,20,5.75,few clouds
607,Port Lincoln,AU,-34.7333,135.8667,66.87,44,100,23.06,overcast clouds
608,Mocoa,CO,1.1493,-76.6466,77.5,94,80,2.04,broken clouds
609,Tres Arroyos,AR,-38.3739,-60.2798,51.17,85,36,9.8,scattered clouds
610,Maksatikha,RU,57.797,35.8825,48.65,82,37,13.06,scattered clouds
611,Asgabat,TM,37.95,58.3833,73.26,21,0,4.61,clear sky
612,Lokosovo,RU,61.1333,74.8167,56.35,55,30,13.33,scattered clouds
613,Gundlupet,IN,11.8,76.6833,69.69,91,81,6.11,broken clouds
614,Gimli,CA,50.6336,-96.9907,57.06,77,100,9.64,overcast clouds
615,Vostok,RU,46.4856,135.8833,57.18,59,100,3.83,overcast clouds
616,Cap-Aux-Meules,CA,47.3821,-61.8597,42.85,87,75,27.63,broken clouds
617,Myrtle Beach,US,33.6891,-78.8867,93.34,60,22,3.0,few clouds
618,Avera,US,33.194,-82.5271,91.71,39,8,5.95,clear sky
619,Dauriya,RU,49.9333,116.8667,37.29,67,88,18.34,overcast clouds
620,Bagdarin,RU,54.4333,113.6,37.81,43,81,12.75,broken clouds
621,Shache,CN,38.4167,77.2406,66.65,16,100,4.72,overcast clouds
622,Pionerskiy,RU,54.9508,20.2275,44.44,79,56,13.04,broken clouds
623,Alyangula,AU,-13.8483,136.4192,76.28,77,93,9.51,overcast clouds
624,White Rock,CA,49.0164,-122.8026,63.25,80,99,1.99,overcast clouds
625,Kalmunai,LK,7.4167,81.8167,79.57,82,86,4.88,overcast clouds
626,Laguna,US,38.421,-121.4238,81.45,33,1,3.0,clear sky
627,Korla,CN,41.7597,86.1469,66.52,25,41,11.77,scattered clouds
628,Otaki,NZ,-40.7583,175.15,54.0,78,99,5.01,overcast clouds
629,Seguela,CI,7.9611,-6.6731,78.82,69,67,6.82,broken clouds
630,Port Hawkesbury,CA,45.6169,-61.3485,50.88,95,90,8.01,moderate rain
631,Potanino,RU,55.1786,61.6222,62.83,91,0,5.1,clear sky
632,Alta Floresta,BR,-9.8756,-56.0861,85.82,66,0,2.3,clear sky
633,Kalga,RU,50.9251,118.898,35.64,88,100,13.06,overcast clouds
634,Pachino,IT,36.7186,15.0907,62.64,75,4,2.55,clear sky
635,Port-Gentil,GA,-0.7193,8.7815,79.59,84,100,13.11,overcast clouds
636,Duvan,RU,55.695,57.9024,61.27,91,68,3.89,broken clouds
637,Imaculada,BR,-7.3897,-37.5092,69.12,49,5,5.21,clear sky
638,Fevik,NO,58.3794,8.6766,47.97,90,100,11.36,overcast clouds
639,Comoapan,MX,18.4167,-95.1667,86.2,54,68,6.96,broken clouds
640,Salamiyah,SY,35.0113,37.0532,60.76,61,3,8.05,clear sky
641,Vestmanna,FO,62.1564,-7.1664,41.92,81,97,7.56,overcast clouds
642,Knysna,ZA,-34.0363,23.0471,77.38,36,54,7.25,broken clouds
643,Zhezkazgan,KZ,47.8043,67.7144,67.89,33,1,13.76,clear sky
644,Moriyama,JP,35.0667,135.9833,72.59,89,92,1.99,overcast clouds
645,Upata,VE,8.0086,-62.3989,80.98,65,100,8.46,overcast clouds
646,Staraya Mayna,RU,54.6,48.95,57.27,99,100,5.55,overcast clouds
647,Berezyne,UA,46.2294,29.2022,61.68,66,8,14.27,clear sky
648,Goldap,PL,54.3063,22.3036,44.01,93,76,1.32,broken clouds
649,Malanje,AO,-9.5402,16.341,62.67,57,100,3.31,overcast clouds
650,Banda Aceh,ID,5.5577,95.3222,81.23,81,100,10.51,overcast clouds
651,Dolores,AR,-36.3132,-57.6792,53.2,74,92,15.66,overcast clouds
652,Key West,US,24.5557,-81.7826,82.0,72,86,20.27,overcast clouds
653,Muscat,OM,23.6139,58.5922,104.02,50,0,5.37,clear sky
654,Shelburne,CA,44.0787,-80.2041,67.68,48,99,9.75,overcast clouds
655,Ostrovnoy,RU,68.0531,39.5131,33.1,66,7,2.75,clear sky
656,Presidente Epitacio,BR,-21.7633,-52.1156,60.96,53,93,4.72,overcast clouds
657,Razole,IN,16.4833,81.8333,83.86,82,100,6.53,overcast clouds
658,Talnakh,RU,69.4865,88.3972,33.91,100,100,7.43,light rain
659,Wangkui,CN,46.8333,126.5,51.64,47,1,16.2,clear sky
660,Pacific Grove,US,36.6177,-121.9166,75.15,79,1,4.0,clear sky
661,Krasne,UA,49.9145,24.6134,52.2,97,100,9.46,light rain
662,Martapura,ID,-3.4167,114.85,77.09,97,90,1.45,overcast clouds
663,Terrace,CA,54.5163,-128.6035,64.42,52,81,3.51,broken clouds
664,Konanur,IN,12.6264,76.0542,68.68,91,95,6.35,overcast clouds
665,Poum,NC,-20.2333,164.0167,74.03,63,29,16.33,scattered clouds
666,Riviere-Au-Renard,CA,48.9957,-64.3971,46.72,58,84,23.85,broken clouds
667,Flagstaff,US,35.1981,-111.6513,67.32,9,1,1.99,clear sky
668,Aitape,PG,-3.1374,142.3475,79.32,85,100,3.44,light rain
669,Amapa,BR,1.0,-52.0,74.12,98,100,2.68,overcast clouds
670,Enumclaw,US,47.2043,-121.9915,61.65,79,100,10.0,overcast clouds
671,Ishigaki,JP,24.3448,124.1572,82.65,84,63,13.73,broken clouds
672,San Luis,AR,-33.295,-66.3356,49.5,43,0,7.31,clear sky
673,Chicama,PE,-7.8447,-79.1469,70.68,72,48,7.43,scattered clouds
674,Monroe,US,43.1501,-77.6831,65.91,65,90,10.36,overcast clouds
675,Koppang,NO,61.5706,11.0555,43.57,95,100,5.23,overcast clouds
676,Pangai,TO,-19.8,-174.35,77.97,82,95,6.24,overcast clouds
677,Moyale,KE,3.5167,39.0584,69.76,64,94,11.34,overcast clouds
678,Outjo,NA,-20.1167,16.15,59.94,42,0,9.17,clear sky
679,Sept-Iles,CA,50.2001,-66.3821,51.26,38,100,10.0,overcast clouds
680,Kasempa,ZM,-13.4584,25.8338,57.36,57,3,7.72,clear sky
681,Bassila,BJ,9.0081,1.6654,77.59,73,34,2.48,light rain
682,Standerton,ZA,-26.9337,29.2415,46.62,40,2,1.88,clear sky
683,Poya,NC,-21.35,165.15,71.44,66,50,8.14,scattered clouds
684,Melfi,IT,40.9965,15.6514,62.4,61,17,3.6,few clouds
685,Jinchang,CN,38.4953,102.1739,51.44,24,3,4.9,clear sky
686,Mogadouro,PT,41.3403,-6.7119,47.79,66,12,6.49,few clouds
687,Amahai,ID,-3.3333,128.9167,77.97,90,100,6.53,light rain
